C3, 0.4,C3,0.3
C3, 0.3,xx, 0.3
D3, 0.4,xx, 0.3
C3, 0.5,xx, 0.3
F3, 0.7,xx, 0.3
E3, 0.9,C3, 0.3
C3, 0.5,xx, 0.3
C3, 0.4,E3, 0.3
D3, 0.3,xx, 0.3
C3, 0.5,xx, 0.3
G3, 0.6,C3, 0.3
F3, 0.9,xx, 0.3
C3, 0.3,E3, 0.3
C3, 0.5,xx, 0.3
C4, 0.9,xx, 0.3
A3, 0.5,E3, 0.3
F3, 0.4,xx, 0.3
E3, 0.4,E3, 0.3
D3, 0.4,xx, 0.3
